title,budget,popularity,release_date,revenue,release_year,budget_milhoes,revenue_milhoes
Four of Us,0,0.427371,2014-03-20,0.0,2014,0.0,0.0
The Violent Kind,0,0.883589,2008-01-01,0.0,2008,0.0,0.0
Autumn,0,1.641025,2009-01-01,0.0,2009,0.0,0.0
America's Most Haunted,0,0.460032,2013-05-08,0.0,2013,0.0,0.0
The Dead and the Damned,30000,0.248256,2011-07-26,0.0,2011,0.03,0.0
The Bucks County Massacre,0,0.077303,2010-12-01,0.0,2010,0.0,0.0
Les Révoltés,0,0.230447,2014-08-29,0.0,2014,0.0,0.0
Palimpsest,0,0.193724,2006-08-18,0.0,2006,0.0,0.0
A Lonely Woman,0,0.319984,1987-03-15,0.0,1987,0.0,0.0
Legacy,0,1.075807,2015-06-19,0.0,2015,0.0,0.0
The Revenant,135000000,23.501228,2015-12-25,532950503.0,2015,135.0,532.95
Salome,0,1.12554,1953-03-24,0.0,1953,0.0,0.0
Peace After Marriage,0,0.67275,2013-10-28,0.0,2013,0.0,0.0
The Show,0,0.380738,1927-01-22,0.0,1927,0.0,0.0
Giovanna's Father,0,1.835804,2008-01-01,0.0,2008,0.0,0.0
The Right Distance,0,0.375661,2007-10-19,0.0,2007,0.0,0.0
The Wind Blows Round,0,0.517199,2006-09-30,0.0,2006,0.0,0.0
Draquila - L'Italia che trema,0,0.128608,2010-03-07,0.0,2010,0.0,0.0
Il cosmo sul comò,0,3.935385,2008-12-19,0.0,2008,0.0,0.0
It Begins with the End,0,0.226351,2010-05-26,0.0,2010,0.0,0.0
Rebound: The Legend of Earl 'The Goat' Manigault,0,4.90097,1996-01-01,0.0,1996,0.0,0.0
Irrational Man,11000000,6.862812,2015-07-17,27391084.0,2015,11.0,27.39
Tale of Tales,12000000,10.95023,2015-05-14,0.0,2015,12.0,0.0
One Minute Time Machine,1000,1.783273,2014-03-29,0.0,2014,0.0,0.0
Looney Tunes: Rabbits Run,0,1.130302,2015-08-04,0.0,2015,0.0,0.0
Cleveland Abduction,0,7.60305,2015-05-02,0.0,2015,0.0,0.0
The Man Who Wasn't There,0,0.621045,1983-08-12,0.0,1983,0.0,0.0
Back from Hell,0,0.441613,2012-10-16,0.0,2012,0.0,0.0
The Lazarus Papers,0,1.446887,2009-12-31,0.0,2009,0.0,0.0
The Cloth,2000000,3.733898,2012-10-28,0.0,2012,2.0,0.0
Vampire Boys,0,0.220052,2011-01-01,0.0,2011,0.0,0.0
Carry On Columbus,0,2.59193,1992-10-02,0.0,1992,0.0,0.0
Deadly Renovations,0,0.045141,2010-01-09,0.0,2010,0.0,0.0
Mutants,4000000,2.77735,2008-10-31,0.0,2008,4.0,0.0
Mr. Hush,200,1.553125,2010-08-01,0.0,2010,0.0,0.0
Dead End Road,100000,0.237293,2004-11-26,0.0,2004,0.1,0.0
Jinnah,0,2.61248,1998-11-07,0.0,1998,0.0,0.0
The Art of Happiness,0,1.884509,2013-11-21,0.0,2013,0.0,0.0
Going by the Book,0,1.066558,2007-08-18,14961069.0,2007,0.0,14.96
Art of the Devil,0,1.01079,2004-05-14,0.0,2004,0.0,0.0
Camp Belvidere,15000,0.679885,2014-01-01,0.0,2014,0.02,0.0
Carte Blanche,0,0.314174,2015-01-23,0.0,2015,0.0,0.0
Women's Day,0,0.195583,2012-05-08,0.0,2012,0.0,0.0
Love My Life,0,0.438354,2006-12-09,0.0,2006,0.0,0.0
Lissi and the Wild Emperor,0,3.387671,2007-10-24,0.0,2007,0.0,0.0
3nity,0,1.079744,2010-10-21,0.0,2010,0.0,0.0
Exte: Hair Extensions,0,1.341795,2007-02-17,0.0,2007,0.0,0.0
Je t'aime moi non plus,0,0.690072,1976-03-10,0.0,1976,0.0,0.0
Slogan,0,2.07075,1969-07-27,0.0,1969,0.0,0.0
One Missed Call 2,0,2.327253,2005-02-05,0.0,2005,0.0,0.0
One Missed Call 3: Final,0,2.513257,2006-06-24,0.0,2006,0.0,0.0
The Boy in the Plastic Bubble,0,1.756032,1976-11-12,0.0,1976,0.0,0.0
Allies,0,5.069033,2014-11-01,0.0,2014,0.0,0.0
Cartel Land,0,4.889765,2015-07-03,0.0,2015,0.0,0.0
The Attic,700,1.240934,2008-01-15,0.0,2008,0.0,0.0
The Dynamiter,250000,0.907111,2011-10-21,0.0,2011,0.25,0.0
The Secret Village,0,1.072757,2013-10-18,0.0,2013,0.0,0.0
Arcadia,0,4.329041,2012-02-13,0.0,2012,0.0,0.0
Brightest Star,0,1.158604,2014-01-31,0.0,2014,0.0,0.0
First Winter,0,0.129207,2012-10-11,0.0,2012,0.0,0.0
Placebo: Soulmates Never Die: Live in Paris 2003,0,0.403918,2003-10-18,0.0,2003,0.0,0.0
Helena from the Wedding,0,0.671563,2010-11-12,0.0,2010,0.0,0.0
Always,0,4.149212,2011-10-20,0.0,2011,0.0,0.0
Kiss the Abyss,0,0.121757,2012-11-14,0.0,2012,0.0,0.0
Long Arm of the Law,0,0.979872,1984-07-11,0.0,1984,0.0,0.0
Mantervention,0,1.104738,2014-07-15,0.0,2014,0.0,0.0
Pilgrim Song,0,0.06516,2012-03-10,0.0,2012,0.0,0.0
Sensation,0,0.975404,2011-11-04,0.0,2011,0.0,0.0
Shock Value,0,0.704106,2014-08-01,0.0,2014,0.0,0.0
Baahubali: The Beginning,40000000,11.80967,2015-07-10,100000000.0,2015,40.0,100.0
La Fleur de l'âge,0,0.893268,2013-05-01,0.0,2013,0.0,0.0
Pokémon Ranger and the Temple of the Sea,0,2.789398,2006-07-15,0.0,2006,0.0,0.0
Heart of the Country,0,1.0927,2013-08-19,0.0,2013,0.0,0.0
Neon Maniacs,1500000,0.506196,1986-11-14,0.0,1986,1.5,0.0
Hunt for the Labyrinth Killer,0,0.921705,2013-08-03,0.0,2013,0.0,0.0
Daniel's World,0,0.056855,2015-02-19,0.0,2015,0.0,0.0
Yellowbird,0,2.308762,2014-11-06,0.0,2014,0.0,0.0
Snow in Paradise,0,1.217634,2015-02-13,0.0,2015,0.0,0.0
I Am Steve McQueen,0,0.853402,2014-06-24,0.0,2014,0.0,0.0
Electrical Girl,0,0.001803,2001-04-26,0.0,2001,0.0,0.0
Pantani: The Accidental Death of a Cyclist,0,0.522332,2014-02-17,0.0,2014,0.0,0.0
Learning to Drive,0,10.405088,2014-08-21,3447633.0,2014,0.0,3.45
Spaghetti Story,0,0.413702,2013-12-18,0.0,2013,0.0,0.0
Kattradhu Thamizh,0,0.252479,2007-10-06,0.0,2007,0.0,0.0
Julio Begins in July,0,0.006964,1979-12-01,0.0,1979,0.0,0.0
The 27th Day,0,0.261083,1957-01-07,0.0,1957,0.0,0.0
The Star Making Machine,0,0.344831,2012-08-30,0.0,2012,0.0,0.0
Everything's Gonna Be Great,0,0.750959,1998-11-27,0.0,1998,0.0,0.0
Gothic & Lolita Psycho,0,0.644851,2010-09-04,0.0,2010,0.0,0.0
Law of the Border,0,0.199247,1966-10-04,0.0,1966,0.0,0.0
The Human Experiment,0,1.108435,2013-11-23,0.0,2013,0.0,0.0
"Return to the Philippines, the Leon Cooper Story",0,0.049112,2015-05-25,0.0,2015,0.0,0.0
Autumn Tale,0,0.106275,2000-09-18,0.0,2000,0.0,0.0
The Sleepwalker,0,2.024245,2014-01-20,0.0,2014,0.0,0.0
The True Cost,0,2.796878,2015-05-29,0.0,2015,0.0,0.0
The Blue Elephant,3500000,0.945722,2014-07-28,0.0,2014,3.5,0.0
Cut!,0,1.177813,2014-01-14,0.0,2014,0.0,0.0
Ooops! Noah is Gone...,6000000,6.845062,2015-04-09,0.0,2015,6.0,0.0
Southpaw,30000000,12.370126,2015-06-15,91709827.0,2015,30.0,91.71
Sicario,30000000,19.511221,2015-09-17,84025816.0,2015,30.0,84.03
Lee Rock,0,1.807175,1991-09-18,0.0,1991,0.0,0.0
UMMAH - Unter Freunden,0,0.317611,2013-09-12,0.0,2013,0.0,0.0
The Bride He Bought Online,0,0.330541,2015-07-18,0.0,2015,0.0,0.0
Winston Churchill: Walking with Destiny,0,0.383057,2010-08-20,0.0,2010,0.0,0.0
Goodnight Mommy,0,5.399896,2014-08-29,1178196.0,2014,0.0,1.18
Crimes of the Past,0,0.460918,2009-01-01,0.0,2009,0.0,0.0
Aftermath,0,0.531022,2013-11-01,0.0,2013,0.0,0.0
Out of Reach,0,0.476022,2013-07-01,0.0,2013,0.0,0.0
Nowhere to Hide,0,0.238203,2009-04-03,0.0,2009,0.0,0.0
Low Fidelity,0,0.502209,2011-01-01,0.0,2011,0.0,0.0
The Year That Trembled,0,0.003772,2002-03-22,0.0,2002,0.0,0.0
Bad Behavior,0,1.069262,2013-10-22,0.0,2013,0.0,0.0
What the Deaf Man Heard,0,0.246795,1997-11-23,0.0,1997,0.0,0.0
Saint Maybe,0,0.679299,1998-11-22,0.0,1998,0.0,0.0
Insane,750000,1.097638,2010-02-09,0.0,2010,0.75,0.0
Spirit Stalkers,10000,0.078828,2012-06-16,0.0,2012,0.01,0.0
Biology 101,0,0.232607,2011-04-01,0.0,2011,0.0,0.0
Down Here,0,0.372993,2014-01-01,0.0,2014,0.0,0.0
Honor Thy Father,0,0.114804,1973-03-01,0.0,1973,0.0,0.0
One Wild Moment,0,7.862844,2015-06-24,0.0,2015,0.0,0.0
War Pigs,0,2.810557,2015-08-03,0.0,2015,0.0,0.0
10 Cent Pistol,0,0.778499,2015-07-24,0.0,2015,0.0,0.0
Todd Barry: The Crowd Work Tour,0,0.947313,2014-03-21,0.0,2014,0.0,0.0
X+Y,0,12.714642,2015-03-13,0.0,2015,0.0,0.0
Dark Was the Night,0,5.168382,2014-10-17,0.0,2014,0.0,0.0
The Substitute,0,0.794976,1961-12-31,0.0,1961,0.0,0.0
Djinn,0,3.650947,2013-10-31,0.0,2013,0.0,0.0
The Crisis of Civilization,0,0.09348,2012-03-27,0.0,2012,0.0,0.0
White Cop,0,0.017647,2014-11-06,0.0,2014,0.0,0.0
Resurrected,0,0.024529,1989-03-12,0.0,1989,0.0,0.0
Fatal Contact: Bird Flu in America,0,1.267276,2006-05-09,0.0,2006,0.0,0.0
Before We Go,0,9.526911,2014-09-11,37151.0,2014,0.0,0.04
Jitters,2000000,0.552098,2010-08-27,0.0,2010,2.0,0.0
"Bruc, the Manhunt",0,1.132569,2010-12-22,0.0,2010,0.0,0.0
Venetian Bird,0,0.103727,1952-10-01,0.0,1952,0.0,0.0
Best of Enemies,1000000,3.141893,2015-07-31,0.0,2015,1.0,0.0
Lavalantula,0,6.901559,2015-08-08,0.0,2015,0.0,0.0
Sharktopus vs. Whalewolf,6000000,2.266007,2015-07-19,0.0,2015,6.0,0.0
The Deceased,0,0.436717,1965-01-01,0.0,1965,0.0,0.0
For Here or to Go?,0,0.579564,2017-03-31,0.0,2017,0.0,0.0
Erotic Ghost Story,0,0.434823,1987-10-01,0.0,1987,0.0,0.0
Chloe and Theo,0,2.775514,2015-04-15,0.0,2015,0.0,0.0
I Am Big Bird: The Caroll Spinney Story,0,1.257893,2015-05-06,0.0,2015,0.0,0.0
Forks Over Knives Presents: The Engine 2 Kitchen Rescue,0,0.027978,2011-12-19,0.0,2011,0.0,0.0
The Phoenix Project,0,0.525556,2015-01-16,0.0,2015,0.0,0.0
Cocaine Unwrapped,0,0.123077,2012-12-03,0.0,2012,0.0,0.0
Eugene Mirman: Vegan on His Way to the Complain Store,0,0.097952,2015-07-15,0.0,2015,0.0,0.0
The Last Lullaby,0,0.011759,2008-03-28,0.0,2008,0.0,0.0
Filomena Marturano,0,0.017384,1951-01-01,0.0,1951,0.0,0.0
Walk Cheerfully,0,0.141908,1930-03-01,0.0,1930,0.0,0.0
Hard Luck,0,0.543829,1921-03-14,0.0,1921,0.0,0.0
Smosh: The Movie,0,4.197684,2015-07-24,0.0,2015,0.0,0.0
The Skulls II,3800000,4.184295,2002-04-09,0.0,2002,3.8,0.0
The Skulls III,0,1.912726,2004-03-23,0.0,2004,0.0,0.0
Marina,0,2.49939,2013-11-06,0.0,2013,0.0,0.0
Bad Turn Worse,0,2.627035,2014-08-15,0.0,2014,0.0,0.0
Firequake,0,2.304605,2014-12-22,0.0,2014,0.0,0.0
Dog Eat Dog,0,0.833698,2009-01-23,0.0,2009,0.0,0.0
Sand Castles,0,1.089414,2016-02-16,0.0,2016,0.0,0.0
Doors Open,0,1.161399,2012-12-26,0.0,2012,0.0,0.0
Hollywoo,0,4.511758,2011-12-07,0.0,2011,0.0,0.0
Vanaprastham,0,0.427798,1999-05-13,0.0,1999,0.0,0.0
Honeymoon in Bali,0,0.304102,1939-09-29,0.0,1939,0.0,0.0
Chrysalis,12000000,2.022178,2007-06-25,0.0,2007,12.0,0.0
The Challenge,300000,0.428523,2005-01-01,0.0,2005,0.3,0.0
The Scapegoat,0,1.903155,2013-10-16,0.0,2013,0.0,0.0
Messi,0,2.254378,2014-09-06,0.0,2014,0.0,0.0
Charlie's Farm,3000000,4.262502,2014-12-04,0.0,2014,3.0,0.0
Robotrix,0,0.667275,1991-05-31,0.0,1991,0.0,0.0
The Fruit is Swelling,0,2.023832,1997-03-12,0.0,1997,0.0,0.0
Viva Erotica,0,1.373953,1996-11-28,0.0,1996,0.0,0.0
R20,0,0.176327,2004-02-13,0.0,2004,0.0,0.0
Fit,0,0.100913,1994-12-26,0.0,1994,0.0,0.0
Chevalier,0,1.691618,2015-11-26,0.0,2015,0.0,0.0
The Capsule,0,0.597526,2012-08-03,0.0,2012,0.0,0.0
The Slow Business of Going,0,0.152958,2000-01-01,0.0,2000,0.0,0.0
Wasted Youth,0,0.149792,2011-03-17,0.0,2011,0.0,0.0
Anomalisa,8000000,10.428421,2015-12-30,5659286.0,2015,8.0,5.66
Colonia,14000000,10.156891,2016-02-18,3621046.0,2016,14.0,3.62
Ghost in the Shell Arise - Border 2: Ghost Whispers,0,3.739978,2013-11-29,0.0,2013,0.0,0.0
Ghost in the Shell Arise - Border 3: Ghost Tears,0,4.522408,2014-06-28,0.0,2014,0.0,0.0
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,0,3.783372,2014-09-06,0.0,2014,0.0,0.0
Qissa: The Tale of a Lonely Ghost,0,1.079835,2014-07-10,0.0,2014,0.0,0.0
Up to His Ears,0,1.647437,1965-12-04,0.0,1965,0.0,0.0
A Year in Champagne,0,0.16725,2014-02-01,0.0,2014,0.0,0.0
Sherlock Holmes,0,1.206513,1922-03-07,0.0,1922,0.0,0.0
The Trail Of Tears: Cherokee Legacy,0,0.004985,2006-02-01,0.0,2006,0.0,0.0
Fire!,0,0.001177,1968-09-04,0.0,1968,0.0,0.0
Stephen Fry: The Secret Life of the Manic Depressive,0,0.20278,2006-09-19,0.0,2006,0.0,0.0
Dr. Ketel,26700,0.079086,2011-09-17,0.0,2011,0.03,0.0
FTA,0,0.9884,1972-07-21,0.0,1972,0.0,0.0
2 Young,0,0.677252,2005-04-28,0.0,2005,0.0,0.0
But Always,0,0.630429,2014-09-04,0.0,2014,0.0,0.0
Tiny Times,0,1.832762,2013-06-27,79.0,2013,0.0,0.0
Tiny Times 2,0,0.867512,2013-08-07,47.0,2013,0.0,0.0
Tiny Times 3,0,1.977485,2014-07-17,0.0,2014,0.0,0.0
"English, August",0,0.141795,1994-09-16,0.0,1994,0.0,0.0
Somewhere Only We Know,0,1.330643,2015-02-14,0.0,2015,0.0,0.0
The Continent,0,2.137091,2014-07-24,0.0,2014,0.0,0.0
Triumph in the Skies,0,0.436934,2015-02-19,0.0,2015,0.0,0.0
The Eleventh Victim,0,1.452426,2012-11-03,0.0,2012,0.0,0.0
The Bees,0,0.621558,1978-11-01,0.0,1978,0.0,0.0
Russian Terminator,0,0.039352,1989-12-12,0.0,1989,0.0,0.0
Black Indians: An American Story,0,0.093444,2004-01-01,0.0,2004,0.0,0.0
Do Not Disturb,0,5.756279,2014-12-31,0.0,2014,0.0,0.0
Some Kind of Beautiful,0,8.410855,2015-07-16,0.0,2015,0.0,0.0
The Ghost Army,300,0.651101,2013-05-26,0.0,2013,0.0,0.0
Women of the Prehistoric Planet,0,0.81459,1966-04-14,0.0,1966,0.0,0.0
Something good,0,0.410423,2013-11-07,0.0,2013,0.0,0.0
"Senza famiglia, nullatenenti cercano affetto",0,0.011064,1972-03-30,0.0,1972,0.0,0.0
Brancaleone alle crociate,0,2.680601,1970-03-08,0.0,1970,0.0,0.0
Antonio Gramsci: The Days of Prison,0,0.132633,1977-02-06,0.0,1977,0.0,0.0
Generation 1000 Euros,0,1.562425,2009-04-24,1296000.0,2009,0.0,1.3
Torno a vivere da solo,0,0.560502,2008-12-05,0.0,2008,0.0,0.0
Teeth,0,0.670968,2000-10-13,0.0,2000,0.0,0.0
Fantozzi 2000 - La clonazione,0,2.354176,1999-12-23,0.0,1999,0.0,0.0
Fantozzi The Return,0,2.933271,1996-12-20,0.0,1996,0.0,0.0
Dear Goddamned Friends,0,0.972392,1994-01-01,0.0,1994,0.0,0.0
Fantozzi in Heaven,0,3.269031,1993-01-01,0.0,1993,0.0,0.0
Fantozzi To The Rescue,0,2.504909,1990-01-15,0.0,1990,0.0,0.0
I Won the New Year's Lottery,0,0.194407,1989-06-06,0.0,1989,0.0,0.0
Fantozzi Retires,0,3.494861,1988-12-22,0.0,1988,0.0,0.0
Scuola di ladri 2,0,1.211666,1987-09-22,0.0,1987,0.0,0.0
Rimini Rimini,0,2.2236,1987-02-27,0.0,1987,0.0,0.0
School of Thieves,0,3.080456,1986-09-25,0.0,1986,0.0,0.0
Fracchia Against Dracula,0,2.146347,1985-12-20,0.0,1985,0.0,0.0
Firefighters,0,2.017345,1985-01-01,0.0,1985,0.0,0.0
Fantozzi Still Suffers,0,4.434073,1983-01-01,0.0,1983,0.0,0.0
Sogni mostruosamente proibiti,0,0.271706,1982-10-29,0.0,1982,0.0,0.0
Fracchia The Human Beast,0,3.053669,1981-12-22,0.0,1981,0.0,0.0
I-Lived,0,0.509913,2015-07-03,0.0,2015,0.0,0.0
Brother's Keeper,0,0.493106,2013-04-05,0.0,2013,0.0,0.0
Always Watching: A Marble Hornets Story,0,2.094087,2015-04-07,0.0,2015,0.0,0.0
My Friends Act III,0,2.96348,1985-01-01,0.0,1985,0.0,0.0
Mi manda Picone,0,0.00195,1984-01-12,0.0,1984,0.0,0.0
Velvet Hands,0,0.693673,1979-01-01,0.0,1979,0.0,0.0
Ace,0,2.436658,1981-01-01,0.0,1981,0.0,0.0
Madly in Love,0,3.515801,1981-12-18,0.0,1981,0.0,0.0
Grand Hotel Excelsior,0,1.552341,1982-01-01,0.0,1982,0.0,0.0
Special Features: Handsome,0,1.581873,1983-12-22,0.0,1983,0.0,0.0
Saint Tropez - Saint Tropez,0,1.114225,1992-01-01,0.0,1992,0.0,0.0
The Grumpy,0,1.693389,1986-12-20,0.0,1986,0.0,0.0
Four Lovers,0,1.919481,2010-09-15,0.0,2010,0.0,0.0
The Party at Kitty and Stud's,5000,1.045731,1970-02-10,0.0,1970,0.0,0.0
Language of Love,0,0.282223,1969-10-02,0.0,1969,0.0,0.0
The Vatican Tapes,13000000,5.149301,2015-07-24,1784763.0,2015,13.0,1.78
Les Barons,0,1.016201,2009-11-04,0.0,2009,0.0,0.0
"Video Nasties: Moral Panic, Censorship & Videotape",0,0.376182,2010-08-30,0.0,2010,0.0,0.0
Hour of the Star,0,0.001586,1985-01-01,0.0,1985,0.0,0.0
Best Kept Secret,0,0.13879,2013-05-04,0.0,2013,0.0,0.0
Kaiji: The Ultimate Gambler,0,1.769717,2009-10-10,0.0,2009,0.0,0.0
Kaiji 2: The Ultimate Gambler,0,1.13376,2011-11-05,15.0,2011,0.0,0.0
Remembrance,0,1.097188,2011-11-24,0.0,2011,0.0,0.0
Ultrà,0,0.266692,1991-03-01,0.0,1991,0.0,0.0
Corbo,0,0.597897,2014-04-17,0.0,2014,0.0,0.0
3 Hearts,0,1.77278,2014-09-09,0.0,2014,0.0,0.0
Runoff,0,0.4807,2015-06-26,0.0,2015,0.0,0.0
Brothers of War,1700000,0.930876,2015-06-01,0.0,2015,1.7,0.0
Diet of Sex,0,6.889832,2014-02-14,0.0,2014,0.0,0.0
"If You Don't, I Will",0,0.52037,2014-03-05,0.0,2014,0.0,0.0
Our Little Sister,0,4.7685,2015-06-13,346485.0,2015,0.0,0.35
Yakuza Apocalypse,0,3.052285,2015-05-21,12756.0,2015,0.0,0.01
The Intern,35000000,15.651705,2015-09-24,194564672.0,2015,35.0,194.56
"Blue Water, White Death",0,0.02679,1971-03-01,0.0,1971,0.0,0.0
Batman Unlimited: Monster Mayhem,0,2.772324,2015-08-18,0.0,2015,0.0,0.0
Sam Steele and the Junior Detective Agency,0,0.483398,2011-01-04,0.0,2011,0.0,0.0
Swayamvaram,39000,0.063531,1972-11-23,0.0,1972,0.04,0.0
St. Nick,0,0.118621,2009-03-15,0.0,2009,0.0,0.0
Little Jerusalem,0,0.77666,2005-05-16,0.0,2005,0.0,0.0
Extinction,0,6.171657,2015-08-07,0.0,2015,0.0,0.0
Hollywood Chainsaw Hookers,23000,2.351002,1988-03-01,0.0,1988,0.02,0.0
Intrepido: A Lonely Hero,0,0.54132,2013-09-06,0.0,2013,0.0,0.0
I Will Walk Like a Crazy Horse,0,1.621611,1973-11-22,0.0,1973,0.0,0.0
Bad Boy Street,0,1.49467,2012-10-22,0.0,2012,0.0,0.0
Bhuvan Shome,0,0.294706,1969-05-12,0.0,1969,0.0,0.0
The Story of O Part 2,0,5.436479,1984-08-06,0.0,1984,0.0,0.0
The Suicide Theory,0,2.629085,2015-07-10,0.0,2015,0.0,0.0
A Bottle in the Gaza Sea,0,1.083526,2011-10-08,0.0,2011,0.0,0.0
Chelsea Handler Uganda Be Kidding Me Live,0,0.888914,2014-10-10,0.0,2014,0.0,0.0
Dreamcatcher,0,0.097257,2015-03-27,0.0,2015,0.0,0.0
The Paw Project,0,0.047234,2013-09-27,0.0,2013,0.0,0.0
The Truth About Webcam Girls,0,1.316376,2014-02-24,0.0,2014,0.0,0.0
American Courtesans,0,0.054068,2013-07-12,0.0,2013,0.0,0.0
Descendants,0,12.603719,2015-07-31,0.0,2015,0.0,0.0
Love,3000000,2.328321,2015-07-06,249083.0,2015,3.0,0.25
Questions for Crazy Horse,0,0.005882,2010-01-01,0.0,2010,0.0,0.0
Lambchops,0,0.073418,1929-10-31,0.0,1929,0.0,0.0
The Invoking,0,2.756999,2013-03-16,0.0,2013,0.0,0.0
Midway to Heaven,0,0.319514,2011-02-04,0.0,2011,0.0,0.0
Room,6000000,12.443291,2015-10-16,35401758.0,2015,6.0,35.4
Le Monde doit m'arriver,0,0.011823,2013-09-18,0.0,2013,0.0,0.0
K.O. Miguel,0,0.014984,1957-01-01,0.0,1957,0.0,0.0
Gone with the Pope,0,0.792189,2010-03-12,0.0,2010,0.0,0.0
Kingdom Come,3000000,1.911022,2014-08-20,0.0,2014,3.0,0.0
The Traffickers,0,1.264345,2012-08-28,0.0,2012,0.0,0.0
To Kill a Man,0,2.278633,2014-08-01,0.0,2014,0.0,0.0
Dear Santa,0,4.740309,2011-08-11,0.0,2011,0.0,0.0
Inside Hana's Suitcase,0,0.011542,2012-04-18,0.0,2012,0.0,0.0
Monster High: Scaris City of Frights,0,4.811864,2013-03-03,0.0,2013,0.0,0.0
Chameleon Street,0,0.100464,1989-05-01,0.0,1989,0.0,0.0
Il terzo tempo,0,0.132724,2013-11-21,0.0,2013,0.0,0.0
Backmask,0,3.614388,2015-01-16,0.0,2015,0.0,0.0
"Jack, Jules, Esther, & Me",0,0.215562,2013-10-25,0.0,2013,0.0,0.0
The World is Big and Salvation Lurks Around the Corner,0,2.114403,2008-03-14,0.0,2008,0.0,0.0
In the Courtyard,0,1.670098,2014-05-02,0.0,2014,0.0,0.0
Tarzan II,0,6.668987,2005-06-13,0.0,2005,0.0,0.0
Triple Dog,0,7.021114,2010-05-10,0.0,2010,0.0,0.0
P-51 Dragon Fighter,0,0.750481,2014-06-17,0.0,2014,0.0,0.0
Guest Wife,0,1.63944,1945-07-27,0.0,1945,0.0,0.0
A Killer Among Us,0,0.626058,2012-09-08,0.0,2012,0.0,0.0
Filmage: The Story of Descendents/All,0,0.196385,2014-09-30,0.0,2014,0.0,0.0
Pokémon: Giratina and the Sky Warrior,0,2.197789,2008-07-19,0.0,2008,0.0,0.0
The Redeemer: Son of Satan!,0,0.611242,1978-04-07,0.0,1978,0.0,0.0
The Runner,6000000,5.159939,2015-08-07,0.0,2015,6.0,0.0
Helter Skelter,0,3.530808,2012-07-14,0.0,2012,0.0,0.0
Bandage,0,0.421065,2010-01-16,0.0,2010,0.0,0.0
Tokyo Tower,0,0.863877,2005-01-15,0.0,2005,0.0,0.0
Twenty,0,1.786845,2015-03-25,0.0,2015,0.0,0.0
The Gift,5000000,8.585856,2015-07-30,58978653.0,2015,5.0,58.98
Babine,0,1.048994,2008-11-28,0.0,2008,0.0,0.0
Unter Umständen verliebt,0,0.022756,2012-03-05,0.0,2012,0.0,0.0
Journey to Planet X,0,0.209749,2012-04-20,0.0,2012,0.0,0.0
Heart of Stone,0,0.077256,2001-09-26,0.0,2001,0.0,0.0
Set Fire to the Stars,0,1.633124,2014-11-07,0.0,2014,0.0,0.0
Milk?,0,0.084948,2014-09-01,0.0,2014,0.0,0.0
George Carlin: Jammin' in New York,0,1.88795,1992-04-24,0.0,1992,0.0,0.0
The Witch,3500000,11.840138,2016-02-19,40423945.0,2016,3.5,40.42
Homeless to Harvard: The Liz Murray Story,0,5.091993,2003-04-07,0.0,2003,0.0,0.0
"Mary Is Happy, Mary Is Happy.",170000,0.342009,2013-09-01,0.0,2013,0.17,0.0
Tales of the Night,0,1.101575,2011-07-20,0.0,2011,0.0,0.0
Eldorado,0,1.806726,2008-06-04,0.0,2008,0.0,0.0
The Pack,0,3.732458,2010-09-29,0.0,2010,0.0,0.0
13 Eerie,0,8.507128,2013-04-02,0.0,2013,0.0,0.0
Men & Chicken,0,11.369559,2015-02-05,0.0,2015,0.0,0.0
3 Generations,5000000,4.626438,2016-02-11,443962.0,2016,5.0,0.44
Mobile Suit Gundam II: Soldiers of Sorrow,0,0.886893,1981-07-11,0.0,1981,0.0,0.0
Mobile Suit Gundam III: Encounters in Space,0,0.149422,1982-03-13,0.0,1982,0.0,0.0
The Man Who Saved the World,0,3.165887,2014-08-13,0.0,2014,0.0,0.0
B-Movie: Lust & Sound in West-Berlin,0,1.22249,2015-02-05,0.0,2015,0.0,0.0
The Escort,0,6.791697,2015-06-15,0.0,2015,0.0,0.0
Zaytoun,8000000,3.549738,2012-10-14,42330.0,2012,8.0,0.04
Crossfire: Hate Is Like a Gun,0,0.002353,2005-07-05,0.0,2005,0.0,0.0
A Town Has Turned to Dust,0,0.002361,1958-06-19,0.0,1958,0.0,0.0
Uncle John,0,1.304515,2015-03-16,0.0,2015,0.0,0.0
Pervert Park,0,0.739378,2014-11-06,0.0,2014,0.0,0.0
No One's Child,0,0.442652,2014-09-01,0.0,2014,0.0,0.0
Last Cab to Darwin,0,2.303824,2015-08-06,0.0,2015,0.0,0.0
A Tiger Walks,0,0.806964,1964-04-12,0.0,1964,0.0,0.0
Kung Fu Killer,0,0.942089,2008-08-17,0.0,2008,0.0,0.0
Chris Tucker Live,0,1.424643,2015-07-10,0.0,2015,0.0,0.0
Memories,0,0.668117,2013-08-08,0.0,2013,0.0,0.0
Mumbai Police,0,0.69783,2013-05-02,0.0,2013,0.0,0.0
The Orator,0,0.221383,2011-02-21,0.0,2011,0.0,0.0
Hairbrained,0,3.093346,2013-05-31,0.0,2013,0.0,0.0
Romantic Prelude,0,0.008312,2009-05-16,0.0,2009,0.0,0.0
Maundy Thursday,4,0.921739,2006-09-14,0.0,2006,0.0,0.0
Yuma,0,0.898925,2012-08-03,0.0,2012,0.0,0.0
Admiral,10000000,9.92595,2015-01-29,0.0,2015,10.0,0.0
